id,dive_start,dive_end,max_depth
huey,2017-03-12T11:51:40Z,2017-03-12T11:58:00Z,2.7
huey,2017-03-12T11:59:00Z,2017-03-12T12:04:32Z,2.6
huey,2017-03-12T12:05:36Z,2017-03-12T12:12:16Z,2.9
huey,2017-03-12T12:13:12Z,2017-03-12T12:19:16Z,2.9
huey,2017-03-12T12:20:16Z,2017-03-12T12:25:24Z,2.7
huey,2017-03-12T12:26:20Z,2017-03-12T12:31:20Z,3
huey,2017-03-12T12:32:08Z,2017-03-12T12:36:52Z,3
huey,2017-03-12T12:37:56Z,2017-03-12T12:43:20Z,3.1
huey,2017-03-12T12:44:16Z,2017-03-12T12:48:48Z,2.8
huey,2017-03-12T12:49:44Z,2017-03-12T12:54:44Z,2.9
huey,2017-03-12T12:55:36Z,2017-03-12T12:57:36Z,2.8
huey,2017-03-12T12:58:24Z,2017-03-12T13:03:52Z,2
huey,2017-03-12T13:04:44Z,2017-03-12T13:08:56Z,1.9
huey,2017-03-12T13:09:52Z,2017-03-12T13:15:20Z,1.8
huey,2017-03-12T13:16:24Z,2017-03-12T13:21:00Z,1.9
huey,2017-03-12T13:22:04Z,2017-03-12T13:27:48Z,1.8
huey,2017-03-12T13:28:56Z,2017-03-12T13:33:52Z,1.8
huey,2017-03-12T13:35:08Z,2017-03-12T13:40:28Z,1.6
huey,2017-03-12T13:41:52Z,2017-03-12T13:47:44Z,1.6
huey,2017-03-12T13:48:48Z,2017-03-12T13:54:04Z,1.6
huey,2017-03-12T13:56:44Z,2017-03-12T13:56:56Z,1.6
huey,2017-03-12T13:57:00Z,2017-03-12T13:58:40Z,2.8
huey,2017-03-12T13:59:48Z,2017-03-12T14:01:36Z,3
huey,2017-03-12T14:03:20Z,2017-03-12T14:03:32Z,1.9
huey,2017-03-12T14:05:28Z,2017-03-12T14:05:48Z,1.9
huey,2017-03-12T14:06:36Z,2017-03-12T14:07:20Z,2.8
huey,2017-03-12T14:08:08Z,2017-03-12T14:09:16Z,3.9
huey,2017-03-12T14:10:24Z,2017-03-12T14:11:08Z,3.8
huey,2017-03-12T14:11:36Z,2017-03-12T14:12:52Z,4.1
huey,2017-03-12T14:13:08Z,2017-03-12T14:13:28Z,1.8
huey,2017-03-12T14:15:00Z,2017-03-12T14:15:12Z,1.6
huey,2017-03-12T14:17:40Z,2017-03-12T14:18:00Z,1.6
huey,2017-03-12T14:20:36Z,2017-03-12T14:22:00Z,4.2
huey,2017-03-12T14:22:20Z,2017-03-12T14:24:08Z,5.7
huey,2017-03-12T14:24:56Z,2017-03-12T14:26:04Z,4.3
huey,2017-03-12T14:27:00Z,2017-03-12T14:27:28Z,2.7
huey,2017-03-12T14:28:00Z,2017-03-12T14:28:52Z,4.1
huey,2017-03-12T14:29:24Z,2017-03-12T14:30:44Z,7.8
huey,2017-03-12T14:47:20Z,2017-03-12T14:47:44Z,1.8
huey,2017-03-12T14:48:32Z,2017-03-12T14:49:12Z,1.6
huey,2017-03-12T14:49:16Z,2017-03-12T14:49:48Z,1.6
huey,2017-03-12T14:51:04Z,2017-03-12T14:52:04Z,1.6
huey,2017-03-12T14:53:00Z,2017-03-12T14:53:12Z,1.5
huey,2017-03-12T14:53:48Z,2017-03-12T14:54:04Z,1.5
huey,2017-03-12T14:55:12Z,2017-03-12T14:57:44Z,1.8
huey,2017-03-12T14:58:52Z,2017-03-12T15:00:08Z,1.7
huey,2017-03-12T15:00:56Z,2017-03-12T15:04:32Z,2
huey,2017-03-12T15:05:32Z,2017-03-12T15:08:48Z,1.9
huey,2017-03-12T15:09:44Z,2017-03-12T15:12:52Z,1.9
huey,2017-03-12T15:14:56Z,2017-03-12T15:15:08Z,1.5
huey,2017-03-12T15:34:06Z,2017-03-12T15:34:26Z,1.6
huey,2017-03-12T17:18:04Z,2017-03-12T17:19:52Z,1.8
huey,2017-03-12T17:28:52Z,2017-03-12T17:29:04Z,1.6
huey,2017-03-12T17:36:16Z,2017-03-12T17:36:28Z,1.5
huey,2017-03-12T17:55:20Z,2017-03-12T17:55:32Z,1.5
huey,2017-03-12T17:57:08Z,2017-03-12T17:57:20Z,1.6
huey,2017-03-12T17:57:44Z,2017-03-12T17:57:56Z,1.7
huey,2017-03-12T17:58:12Z,2017-03-12T17:58:48Z,1.7
huey,2017-03-12T17:58:56Z,2017-03-12T17:59:16Z,1.5
huey,2017-03-12T17:59:20Z,2017-03-12T17:59:40Z,1.6
huey,2017-03-12T18:00:56Z,2017-03-12T18:01:28Z,1.6
huey,2017-03-12T18:01:32Z,2017-03-12T18:02:04Z,1.6
huey,2017-03-12T18:02:08Z,2017-03-12T18:02:32Z,1.7
huey,2017-03-12T18:02:40Z,2017-03-12T18:03:12Z,1.7
huey,2017-03-12T18:03:16Z,2017-03-12T18:04:12Z,1.7
huey,2017-03-12T18:04:16Z,2017-03-12T18:06:04Z,1.8
huey,2017-03-12T18:07:20Z,2017-03-12T18:08:00Z,1.6
huey,2017-03-12T18:08:08Z,2017-03-12T18:08:20Z,1.6
huey,2017-03-12T18:08:28Z,2017-03-12T18:08:40Z,1.6
huey,2017-03-12T18:08:56Z,2017-03-12T18:09:20Z,1.6
huey,2017-03-12T18:09:28Z,2017-03-12T18:09:40Z,1.7
huey,2017-03-12T18:09:56Z,2017-03-12T18:10:08Z,1.7
huey,2017-03-12T18:10:20Z,2017-03-12T18:10:44Z,1.6
huey,2017-03-12T18:10:52Z,2017-03-12T18:11:04Z,1.6
huey,2017-03-12T18:11:08Z,2017-03-12T18:11:32Z,1.6
huey,2017-03-12T18:11:44Z,2017-03-12T18:12:00Z,1.6
huey,2017-03-12T18:12:08Z,2017-03-12T18:12:24Z,1.7
huey,2017-03-12T18:12:32Z,2017-03-12T18:13:04Z,1.6
huey,2017-03-12T18:14:28Z,2017-03-12T18:15:00Z,1.6
huey,2017-03-12T18:15:04Z,2017-03-12T18:15:24Z,1.5
huey,2017-03-12T18:15:44Z,2017-03-12T18:16:00Z,1.6
huey,2017-03-12T18:16:12Z,2017-03-12T18:16:24Z,1.6
huey,2017-03-12T18:17:12Z,2017-03-12T18:17:28Z,1.5
huey,2017-03-12T18:21:08Z,2017-03-12T18:21:20Z,1.6
huey,2017-03-12T18:21:24Z,2017-03-12T18:21:40Z,1.6
huey,2017-03-12T18:21:44Z,2017-03-12T18:22:08Z,1.7
huey,2017-03-12T18:22:20Z,2017-03-12T18:22:48Z,1.6
huey,2017-03-12T18:22:52Z,2017-03-12T18:23:04Z,1.6
huey,2017-03-12T18:23:16Z,2017-03-12T18:23:32Z,1.7
huey,2017-03-12T18:23:36Z,2017-03-12T18:23:48Z,1.6
huey,2017-03-12T18:23:52Z,2017-03-12T18:24:44Z,1.7
huey,2017-03-12T18:26:32Z,2017-03-12T18:28:12Z,1.9
huey,2017-03-12T18:29:16Z,2017-03-12T18:29:48Z,1.9
huey,2017-03-12T18:29:52Z,2017-03-12T18:34:12Z,2
huey,2017-03-12T18:35:12Z,2017-03-12T18:40:48Z,1.9
huey,2017-03-12T18:42:00Z,2017-03-12T18:48:36Z,2
huey,2017-03-12T18:49:32Z,2017-03-12T18:54:44Z,2
huey,2017-03-12T18:55:44Z,2017-03-12T19:01:48Z,2.1
huey,2017-03-12T19:02:52Z,2017-03-12T19:08:40Z,2
huey,2017-03-12T19:09:44Z,2017-03-12T19:16:12Z,2.2
huey,2017-03-12T19:17:08Z,2017-03-12T19:22:32Z,2.3
huey,2017-03-12T19:23:20Z,2017-03-12T19:29:20Z,2.4
huey,2017-03-12T19:30:16Z,2017-03-12T19:37:04Z,2.4
huey,2017-03-12T19:38:04Z,2017-03-12T19:42:36Z,2.4
huey,2017-03-12T19:43:40Z,2017-03-12T19:50:28Z,2.5
huey,2017-03-12T19:51:32Z,2017-03-12T19:59:00Z,2.5
huey,2017-03-12T20:00:00Z,2017-03-12T20:05:48Z,2.6
huey,2017-03-12T20:06:48Z,2017-03-12T20:12:44Z,2.8
huey,2017-03-12T20:13:44Z,2017-03-12T20:20:00Z,2.7
huey,2017-03-12T20:21:00Z,2017-03-12T20:28:36Z,2.9
huey,2017-03-12T20:29:36Z,2017-03-12T20:37:16Z,3
huey,2017-03-12T20:38:08Z,2017-03-12T20:44:48Z,3.2
huey,2017-03-12T20:45:44Z,2017-03-12T20:52:08Z,3.2
huey,2017-03-12T20:52:56Z,2017-03-12T20:55:56Z,4
huey,2017-03-12T20:56:44Z,2017-03-12T21:00:36Z,5.6
huey,2017-03-12T21:01:28Z,2017-03-12T21:06:04Z,6.8
huey,2017-03-12T21:06:56Z,2017-03-12T21:11:36Z,8.3
huey,2017-03-12T21:12:28Z,2017-03-12T21:17:28Z,10.3
huey,2017-03-12T21:18:24Z,2017-03-12T21:23:52Z,12.4
huey,2017-03-12T21:24:48Z,2017-03-12T21:30:24Z,14.2
huey,2017-03-12T21:31:24Z,2017-03-12T21:37:56Z,15.4
huey,2017-03-12T21:38:52Z,2017-03-12T21:45:12Z,16.4
huey,2017-03-12T21:46:16Z,2017-03-12T21:52:20Z,17.6
huey,2017-03-12T21:53:20Z,2017-03-12T21:59:16Z,18.9
huey,2017-03-12T22:00:12Z,2017-03-12T22:05:40Z,19.6
huey,2017-03-12T22:06:36Z,2017-03-12T22:07:32Z,19.5
huey,2017-03-12T22:08:08Z,2017-03-12T22:12:48Z,19.8
huey,2017-03-12T22:13:44Z,2017-03-12T22:19:16Z,21.5
huey,2017-03-12T22:20:16Z,2017-03-12T22:24:20Z,22.7
huey,2017-03-12T22:26:52Z,2017-03-12T22:31:00Z,23.1
huey,2017-03-12T22:32:00Z,2017-03-12T22:32:16Z,1.6
huey,2017-03-12T22:33:00Z,2017-03-12T22:35:52Z,23.1
huey,2017-03-12T22:36:32Z,2017-03-12T22:36:48Z,2
huey,2017-03-12T22:37:16Z,2017-03-12T22:42:48Z,23.5
huey,2017-03-12T22:43:36Z,2017-03-12T22:49:56Z,24.2
huey,2017-03-12T22:50:48Z,2017-03-12T22:57:20Z,24.5
huey,2017-03-12T22:58:12Z,2017-03-12T23:04:52Z,24.6
huey,2017-03-12T23:05:48Z,2017-03-12T23:07:44Z,24.5
huey,2017-03-12T23:09:04Z,2017-03-12T23:13:28Z,24.3
huey,2017-03-12T23:14:16Z,2017-03-12T23:19:56Z,23.9
huey,2017-03-12T23:20:48Z,2017-03-12T23:26:32Z,23
huey,2017-03-12T23:27:24Z,2017-03-12T23:33:16Z,22.3
huey,2017-03-12T23:34:08Z,2017-03-12T23:36:00Z,21.6
huey,2017-03-12T23:37:28Z,2017-03-12T23:39:32Z,21.8
huey,2017-03-12T23:40:08Z,2017-03-12T23:42:04Z,21.8
huey,2017-03-12T23:43:28Z,2017-03-12T23:48:20Z,21.5
huey,2017-03-12T23:49:12Z,2017-03-12T23:52:16Z,20.9
huey,2017-03-12T23:54:16Z,2017-03-12T23:56:08Z,20.6
huey,2017-03-12T23:57:32Z,2017-03-13T00:02:44Z,20.4
huey,2017-03-13T00:03:36Z,2017-03-13T00:09:04Z,20.1
huey,2017-03-13T00:09:56Z,2017-03-13T00:12:08Z,19.4
huey,2017-03-13T00:13:08Z,2017-03-13T00:17:40Z,19.4
huey,2017-03-13T00:18:24Z,2017-03-13T00:24:44Z,20.1
huey,2017-03-13T00:25:40Z,2017-03-13T00:27:36Z,20.1
huey,2017-03-13T00:28:48Z,2017-03-13T00:33:36Z,20.3
huey,2017-03-13T00:34:28Z,2017-03-13T00:35:36Z,19.5
huey,2017-03-13T00:36:00Z,2017-03-13T00:40:36Z,19.3
huey,2017-03-13T00:41:32Z,2017-03-13T00:47:16Z,19
huey,2017-03-13T00:48:08Z,2017-03-13T00:53:52Z,20.4
huey,2017-03-13T00:54:40Z,2017-03-13T01:00:32Z,21.3
huey,2017-03-13T01:01:24Z,2017-03-13T01:04:04Z,21.7
huey,2017-03-13T01:05:48Z,2017-03-13T01:10:52Z,22.1
huey,2017-03-13T01:11:48Z,2017-03-13T01:15:52Z,22.3
huey,2017-03-13T01:16:56Z,2017-03-13T01:22:08Z,22.3
huey,2017-03-13T01:23:00Z,2017-03-13T01:28:24Z,21.6
huey,2017-03-13T01:29:52Z,2017-03-13T01:35:28Z,20.7
huey,2017-03-13T01:36:20Z,2017-03-13T01:37:40Z,21.1
huey,2017-03-13T01:39:20Z,2017-03-13T01:41:08Z,21.6
huey,2017-03-13T01:41:48Z,2017-03-13T01:47:44Z,22.1
huey,2017-03-13T01:48:36Z,2017-03-13T01:53:36Z,21.2
huey,2017-03-13T01:55:16Z,2017-03-13T01:59:00Z,20.5
huey,2017-03-13T02:00:28Z,2017-03-13T02:05:48Z,20.4
huey,2017-03-13T02:06:44Z,2017-03-13T02:08:48Z,19.8
huey,2017-03-13T02:10:24Z,2017-03-13T02:15:24Z,19.7
huey,2017-03-13T02:16:16Z,2017-03-13T02:17:40Z,18.8
huey,2017-03-13T02:19:32Z,2017-03-13T02:24:20Z,18.7
huey,2017-03-13T02:25:08Z,2017-03-13T02:30:40Z,18.4
huey,2017-03-13T02:31:28Z,2017-03-13T02:34:32Z,18.8
huey,2017-03-13T02:35:36Z,2017-03-13T02:40:52Z,19.2
huey,2017-03-13T02:41:44Z,2017-03-13T02:44:56Z,19.2
huey,2017-03-13T02:46:20Z,2017-03-13T02:51:04Z,19.2
huey,2017-03-13T02:51:52Z,2017-03-13T02:55:52Z,19.4
huey,2017-03-13T02:57:20Z,2017-03-13T03:02:40Z,20
huey,2017-03-13T03:03:32Z,2017-03-13T03:09:40Z,20.2
huey,2017-03-13T03:10:44Z,2017-03-13T03:15:32Z,19.5
huey,2017-03-13T03:16:20Z,2017-03-13T03:21:32Z,18
huey,2017-03-13T03:22:24Z,2017-03-13T03:25:28Z,17.4
huey,2017-03-13T03:26:56Z,2017-03-13T03:31:20Z,17
huey,2017-03-13T03:34:24Z,2017-03-13T03:39:16Z,16.8
huey,2017-03-13T03:40:08Z,2017-03-13T03:42:24Z,16.1
huey,2017-03-13T03:43:00Z,2017-03-13T03:43:16Z,2
huey,2017-03-13T03:43:52Z,2017-03-13T03:48:56Z,15.8
huey,2017-03-13T03:49:44Z,2017-03-13T03:54:44Z,15.1
huey,2017-03-13T03:55:28Z,2017-03-13T04:00:44Z,14.3
huey,2017-03-13T04:01:36Z,2017-03-13T04:06:44Z,13.7
huey,2017-03-13T04:07:36Z,2017-03-13T04:12:32Z,13.3
huey,2017-03-13T04:13:32Z,2017-03-13T04:17:56Z,13
huey,2017-03-13T04:18:44Z,2017-03-13T04:23:24Z,12.3
huey,2017-03-13T04:24:08Z,2017-03-13T04:28:36Z,11.6
huey,2017-03-13T04:29:32Z,2017-03-13T04:33:32Z,10.9
huey,2017-03-13T04:34:24Z,2017-03-13T04:38:32Z,9.8
huey,2017-03-13T04:39:28Z,2017-03-13T04:43:20Z,8.8
huey,2017-03-13T04:44:12Z,2017-03-13T04:47:44Z,7.9
huey,2017-03-13T04:48:36Z,2017-03-13T04:52:32Z,7.3
huey,2017-03-13T04:53:28Z,2017-03-13T04:56:56Z,6.7
huey,2017-03-13T04:57:48Z,2017-03-13T05:02:00Z,7.2
huey,2017-03-13T05:02:52Z,2017-03-13T05:06:00Z,5.2
huey,2017-03-13T05:06:44Z,2017-03-13T05:09:56Z,5
huey,2017-03-13T05:11:12Z,2017-03-13T05:14:08Z,4.6
huey,2017-03-13T05:15:08Z,2017-03-13T05:18:20Z,4.5
huey,2017-03-13T05:19:16Z,2017-03-13T05:22:08Z,4.5
huey,2017-03-13T05:23:16Z,2017-03-13T05:26:20Z,4.5
huey,2017-03-13T05:27:08Z,2017-03-13T05:30:36Z,4
huey,2017-03-13T05:31:32Z,2017-03-13T05:34:24Z,3.8
huey,2017-03-13T05:35:32Z,2017-03-13T05:39:32Z,3.8
huey,2017-03-13T05:40:36Z,2017-03-13T05:43:56Z,3.8
huey,2017-03-13T05:44:44Z,2017-03-13T05:48:04Z,3.3
huey,2017-03-13T05:49:00Z,2017-03-13T05:53:16Z,3.9
huey,2017-03-13T05:54:08Z,2017-03-13T05:57:28Z,4
huey,2017-03-13T05:58:16Z,2017-03-13T06:02:20Z,5.2
huey,2017-03-13T06:03:04Z,2017-03-13T06:07:08Z,5.2
huey,2017-03-13T06:07:52Z,2017-03-13T06:12:12Z,5.2
huey,2017-03-13T06:13:00Z,2017-03-13T06:17:04Z,5.2
huey,2017-03-13T06:17:44Z,2017-03-13T06:21:28Z,5.2
huey,2017-03-13T06:22:08Z,2017-03-13T06:26:08Z,5.3
huey,2017-03-13T06:26:52Z,2017-03-13T06:30:40Z,5.4
huey,2017-03-13T06:30:52Z,2017-03-13T06:31:32Z,5.1
huey,2017-03-13T06:32:16Z,2017-03-13T06:36:12Z,5.8
huey,2017-03-13T06:36:52Z,2017-03-13T06:40:40Z,6
huey,2017-03-13T06:41:20Z,2017-03-13T06:45:12Z,5.6
huey,2017-03-13T06:45:56Z,2017-03-13T06:47:16Z,5.7
huey,2017-03-13T06:47:24Z,2017-03-13T06:49:40Z,5.6
huey,2017-03-13T06:50:24Z,2017-03-13T06:54:20Z,5.6
huey,2017-03-13T06:55:04Z,2017-03-13T06:59:28Z,6.2
huey,2017-03-13T07:00:40Z,2017-03-13T07:04:00Z,6.3
huey,2017-03-13T07:04:48Z,2017-03-13T07:07:56Z,5.8
huey,2017-03-13T07:08:36Z,2017-03-13T07:12:32Z,5.8
huey,2017-03-13T07:13:16Z,2017-03-13T07:17:00Z,5.9
huey,2017-03-13T07:17:44Z,2017-03-13T07:21:20Z,5.9
huey,2017-03-13T07:22:04Z,2017-03-13T07:25:44Z,6
huey,2017-03-13T07:26:24Z,2017-03-13T07:30:20Z,5.9
huey,2017-03-13T07:31:00Z,2017-03-13T07:34:20Z,6
huey,2017-03-13T07:35:00Z,2017-03-13T07:38:28Z,6.3
huey,2017-03-13T07:39:08Z,2017-03-13T07:42:20Z,6
huey,2017-03-13T07:42:56Z,2017-03-13T07:46:32Z,6.3
huey,2017-03-13T07:47:08Z,2017-03-13T07:50:32Z,6.4
huey,2017-03-13T07:51:12Z,2017-03-13T07:55:12Z,6.5
huey,2017-03-13T07:55:56Z,2017-03-13T07:59:48Z,6.5
huey,2017-03-13T08:00:36Z,2017-03-13T08:03:48Z,6.5
huey,2017-03-13T08:04:24Z,2017-03-13T08:08:04Z,6.4
huey,2017-03-13T08:08:40Z,2017-03-13T08:11:40Z,6.6
huey,2017-03-13T08:12:16Z,2017-03-13T08:16:00Z,6.6
huey,2017-03-13T08:16:44Z,2017-03-13T08:20:16Z,6.6
huey,2017-03-13T08:20:56Z,2017-03-13T08:24:36Z,6.9
huey,2017-03-13T08:25:16Z,2017-03-13T08:28:56Z,6.8
huey,2017-03-13T08:29:36Z,2017-03-13T08:32:24Z,6.9
huey,2017-03-13T08:33:04Z,2017-03-13T08:36:28Z,6.9
huey,2017-03-13T08:37:12Z,2017-03-13T08:40:32Z,6.9
huey,2017-03-13T08:41:12Z,2017-03-13T08:44:24Z,7.1
huey,2017-03-13T08:45:04Z,2017-03-13T08:48:28Z,7
huey,2017-03-13T08:49:08Z,2017-03-13T08:52:40Z,7.1
huey,2017-03-13T08:53:20Z,2017-03-13T08:57:00Z,7.2
huey,2017-03-13T08:57:40Z,2017-03-13T09:00:48Z,7.3
huey,2017-03-13T09:01:40Z,2017-03-13T09:05:16Z,7.4
huey,2017-03-13T09:05:56Z,2017-03-13T09:09:32Z,7.6
huey,2017-03-13T09:10:12Z,2017-03-13T09:13:44Z,7.9
huey,2017-03-13T09:14:24Z,2017-03-13T09:17:40Z,7.9
huey,2017-03-13T09:18:16Z,2017-03-13T09:21:48Z,7.8
huey,2017-03-13T09:22:28Z,2017-03-13T09:25:36Z,7.7
huey,2017-03-13T09:26:12Z,2017-03-13T09:29:28Z,7.6
huey,2017-03-13T09:30:08Z,2017-03-13T09:33:56Z,7.5
huey,2017-03-13T09:34:40Z,2017-03-13T09:38:16Z,7.5
huey,2017-03-13T09:39:00Z,2017-03-13T09:42:40Z,7.7
huey,2017-03-13T09:43:24Z,2017-03-13T09:46:08Z,7.9
huey,2017-03-13T09:46:44Z,2017-03-13T09:50:08Z,7.8
huey,2017-03-13T09:50:48Z,2017-03-13T09:54:00Z,7.9
huey,2017-03-13T09:54:40Z,2017-03-13T09:57:52Z,7.9
huey,2017-03-13T09:58:32Z,2017-03-13T10:01:20Z,7.9
huey,2017-03-13T10:01:56Z,2017-03-13T10:05:12Z,8
huey,2017-03-13T10:05:56Z,2017-03-13T10:09:36Z,8.3
huey,2017-03-13T10:10:20Z,2017-03-13T10:14:08Z,8.4
huey,2017-03-13T10:14:52Z,2017-03-13T10:18:16Z,8.5
huey,2017-03-13T10:19:00Z,2017-03-13T10:22:20Z,8.5
huey,2017-03-13T10:23:04Z,2017-03-13T10:26:44Z,8.7
huey,2017-03-13T10:27:24Z,2017-03-13T10:31:16Z,8.8
huey,2017-03-13T10:32:00Z,2017-03-13T10:35:56Z,9
huey,2017-03-13T10:36:40Z,2017-03-13T10:40:24Z,9.4
huey,2017-03-13T10:41:08Z,2017-03-13T10:44:44Z,9.3
huey,2017-03-13T10:45:28Z,2017-03-13T10:49:16Z,9.6
huey,2017-03-13T10:49:56Z,2017-03-13T10:53:36Z,9.6
huey,2017-03-13T10:54:20Z,2017-03-13T10:58:44Z,10
huey,2017-03-13T10:59:32Z,2017-03-13T11:03:48Z,9.6
huey,2017-03-13T11:04:32Z,2017-03-13T11:08:16Z,9.5
huey,2017-03-13T11:09:00Z,2017-03-13T11:12:48Z,9.6
huey,2017-03-13T11:13:32Z,2017-03-13T11:17:00Z,9.4
huey,2017-03-13T11:17:44Z,2017-03-13T11:21:20Z,9.2
huey,2017-03-13T11:22:00Z,2017-03-13T11:25:28Z,9
huey,2017-03-13T11:26:12Z,2017-03-13T11:29:44Z,8.8
huey,2017-03-13T11:30:36Z,2017-03-13T11:34:24Z,9.1
huey,2017-03-13T11:35:08Z,2017-03-13T11:38:40Z,9.3
huey,2017-03-13T11:39:24Z,2017-03-13T11:42:52Z,9.2
huey,2017-03-13T11:43:40Z,2017-03-13T11:47:32Z,9.1
huey,2017-03-13T11:48:20Z,2017-03-13T11:51:36Z,9.1
huey,2017-03-13T11:52:16Z,2017-03-13T11:55:24Z,8.8
huey,2017-03-13T11:56:08Z,2017-03-13T11:59:52Z,9
huey,2017-03-13T12:00:40Z,2017-03-13T12:04:04Z,9.1
huey,2017-03-13T12:04:44Z,2017-03-13T12:08:00Z,8.8
huey,2017-03-13T12:08:40Z,2017-03-13T12:12:20Z,8.9
huey,2017-03-13T12:13:04Z,2017-03-13T12:17:04Z,9.1
huey,2017-03-13T12:17:56Z,2017-03-13T12:21:40Z,9.1
huey,2017-03-13T12:22:28Z,2017-03-13T12:26:32Z,9.1
huey,2017-03-13T12:27:12Z,2017-03-13T12:30:44Z,9.4
huey,2017-03-13T12:31:24Z,2017-03-13T12:34:48Z,8.8
huey,2017-03-13T12:35:28Z,2017-03-13T12:38:52Z,8.9
huey,2017-03-13T12:39:36Z,2017-03-13T12:43:12Z,8.2
huey,2017-03-13T12:44:00Z,2017-03-13T12:47:48Z,7.9
huey,2017-03-13T12:48:32Z,2017-03-13T12:52:40Z,8.3
huey,2017-03-13T12:53:28Z,2017-03-13T12:56:52Z,7.3
huey,2017-03-13T12:57:32Z,2017-03-13T13:00:52Z,7
huey,2017-03-13T13:01:32Z,2017-03-13T13:05:12Z,6.7
huey,2017-03-13T13:05:56Z,2017-03-13T13:09:40Z,6.6
huey,2017-03-13T13:10:24Z,2017-03-13T13:14:04Z,7.6
huey,2017-03-13T13:14:52Z,2017-03-13T13:18:12Z,8
huey,2017-03-13T13:19:00Z,2017-03-13T13:23:00Z,8.1
huey,2017-03-13T13:23:48Z,2017-03-13T13:26:44Z,9.1
huey,2017-03-13T13:27:24Z,2017-03-13T13:30:44Z,8.9
huey,2017-03-13T13:31:28Z,2017-03-13T13:35:20Z,8.7
huey,2017-03-13T13:36:08Z,2017-03-13T13:39:52Z,8.4
huey,2017-03-13T13:40:44Z,2017-03-13T13:43:52Z,8.4
huey,2017-03-13T13:44:40Z,2017-03-13T13:48:36Z,8.5
huey,2017-03-13T13:49:28Z,2017-03-13T13:53:24Z,8.7
huey,2017-03-13T13:54:12Z,2017-03-13T13:57:40Z,8.6
huey,2017-03-13T13:58:20Z,2017-03-13T14:02:00Z,8.3
huey,2017-03-13T14:02:44Z,2017-03-13T14:06:16Z,8.2
huey,2017-03-13T14:07:00Z,2017-03-13T14:10:40Z,8.4
huey,2017-03-13T14:11:24Z,2017-03-13T14:15:04Z,8.4
huey,2017-03-13T14:15:52Z,2017-03-13T14:19:00Z,8.3
huey,2017-03-13T14:19:44Z,2017-03-13T14:23:32Z,8
huey,2017-03-13T14:24:24Z,2017-03-13T14:28:28Z,7.8
huey,2017-03-13T14:29:16Z,2017-03-13T14:33:08Z,7.8
huey,2017-03-13T14:33:52Z,2017-03-13T14:37:44Z,7.8
huey,2017-03-13T14:38:32Z,2017-03-13T14:42:00Z,7.9
huey,2017-03-13T14:42:48Z,2017-03-13T14:46:20Z,7.7
huey,2017-03-13T14:47:08Z,2017-03-13T14:50:56Z,7.6
huey,2017-03-13T14:51:44Z,2017-03-13T14:55:28Z,7.3
huey,2017-03-13T14:56:08Z,2017-03-13T14:59:32Z,7.3
huey,2017-03-13T15:00:16Z,2017-03-13T15:03:24Z,7.1
huey,2017-03-13T15:04:00Z,2017-03-13T15:06:40Z,6.9
huey,2017-03-13T15:07:16Z,2017-03-13T15:10:40Z,7.4
huey,2017-03-13T15:11:24Z,2017-03-13T15:14:16Z,7.3
huey,2017-03-13T15:15:04Z,2017-03-13T15:19:04Z,7.3
huey,2017-03-13T15:19:52Z,2017-03-13T15:23:20Z,6.9
huey,2017-03-13T15:24:04Z,2017-03-13T15:27:44Z,6.8
huey,2017-03-13T15:28:28Z,2017-03-13T15:32:00Z,6.6
huey,2017-03-13T15:32:44Z,2017-03-13T15:36:00Z,6.7
huey,2017-03-13T15:36:40Z,2017-03-13T15:39:28Z,6.7
huey,2017-03-13T15:40:08Z,2017-03-13T15:43:40Z,6.5
huey,2017-03-13T15:44:24Z,2017-03-13T15:47:40Z,6.4
huey,2017-03-13T15:48:20Z,2017-03-13T15:51:56Z,6.3
huey,2017-03-13T15:52:40Z,2017-03-13T15:56:00Z,6.2
huey,2017-03-13T15:56:40Z,2017-03-13T16:00:08Z,6.4
huey,2017-03-13T16:00:52Z,2017-03-13T16:03:48Z,6.6
huey,2017-03-13T16:04:28Z,2017-03-13T16:08:00Z,6.5
huey,2017-03-13T16:08:44Z,2017-03-13T16:12:08Z,6.3
huey,2017-03-13T16:12:56Z,2017-03-13T16:15:44Z,6.5
huey,2017-03-13T16:16:24Z,2017-03-13T16:19:44Z,6.1
huey,2017-03-13T16:20:28Z,2017-03-13T16:23:32Z,6.1
huey,2017-03-13T16:24:16Z,2017-03-13T16:27:56Z,5.8
huey,2017-03-13T16:28:40Z,2017-03-13T16:32:08Z,5.9
huey,2017-03-13T16:32:48Z,2017-03-13T16:35:52Z,5.7
huey,2017-03-13T16:36:28Z,2017-03-13T16:39:48Z,6.3
huey,2017-03-13T16:40:36Z,2017-03-13T16:43:20Z,6.2
huey,2017-03-13T16:44:04Z,2017-03-13T16:46:36Z,6.1
huey,2017-03-13T16:47:20Z,2017-03-13T16:50:16Z,5.8
huey,2017-03-13T16:50:52Z,2017-03-13T16:54:20Z,6
huey,2017-03-13T16:55:04Z,2017-03-13T16:57:52Z,5.8
huey,2017-03-13T16:58:28Z,2017-03-13T17:00:56Z,5.8
huey,2017-03-13T17:01:32Z,2017-03-13T17:04:40Z,6
huey,2017-03-13T17:05:24Z,2017-03-13T17:08:32Z,6.2
